property_type,sector,price,bedRoom,bathroom,balcony,facing,agePossession,Built_up_area,servant room,store room,furnishing_type,facilities,floor_category
flat,sector 89,1.1,1.0,2,3,East,New Property,1550.0,No,No,unfurnished,basic,Mid Floor
flat,sector 2,1.0,2.0,3,0,East,Moderately Old,1000.0,No,No,unfurnished,basic,Low Floor
flat,sector 36,3.65,0.0,3,2,East,New Property,2297.0,No,No,unfurnished,basic,High Floor
flat,sector 71,1.4,3.0,3,2,South-East,Moderately Old,1958.0,No,No,furnished,luxury,Low Floor
flat,sector 61,2.6,2.0,3,2,East,New Property,1766.0,No,No,unfurnished,standard,Low Floor
flat,sector 74,1.6,0.0,2,2,South,New Property,1272.0,No,No,unfurnished,basic,High Floor
flat,sector 83,0.75,1.0,2,2,West,Relatively New,1199.0,No,No,unfurnished,standard,Mid Floor
flat,sector 66,3.9,2.0,4,3,East,Relatively New,2200.0,No,No,unfurnished,basic,Low Floor
flat,sector 71,1.0,0.0,1,1,North-East,Moderately Old,869.0,No,No,unfurnished,standard,Mid Floor
flat,sector 108,0.7,2.0,2,3,West,Relatively New,1548.0,No,No,unfurnished,basic,Low Floor
flat,sohna road,0.9,0.0,2,2,East,Relatively New,1275.0,No,No,unfurnished,basic,Mid Floor
flat,sector 95,0.6,0.0,2,3,North-East,New Property,1250.0,No,No,unfurnished,basic,Mid Floor
flat,sector 109,1.97,0.0,4,2,North-East,Relatively New,2380.0,Yes,No,unfurnished,standard,High Floor
flat,sector 37,1.35,3.0,3,0,North-East,New Property,1820.0,No,No,unfurnished,standard,Low Floor
flat,sector 37,0.75,0.0,2,3,North-East,Moderately Old,1410.0,No,No,unfurnished,standard,High Floor
flat,sector 61,1.6,0.0,2,2,East,Relatively New,1533.0,Yes,No,unfurnished,premium,High Floor
flat,sohna road,0.4,2.0,2,1,South,New Property,669.0,No,No,semifurnished,premium,Low Floor
flat,sohna road,0.99,0.0,2,2,East,Under Construction,1045.0,No,No,unfurnished,standard,Mid Floor
flat,sector 106,2.1,1.0,6,4,South-East,Relatively New,2131.0,Yes,No,unfurnished,standard,Mid Floor
flat,sector 78,0.69,0.0,2,2,East,Moderately Old,1422.0,No,No,unfurnished,standard,High Floor
flat,sector 89,1.0,1.0,2,2,East,New Property,1225.0,No,No,unfurnished,standard,Low Floor
flat,sector 36,0.85,3.0,2,3,North,New Property,833.0,No,No,unfurnished,standard,Low Floor
flat,sohna road,0.32,1.0,2,1,East,Relatively New,744.000768,No,No,unfurnished,premium,Mid Floor
flat,sector 108,0.7,2.0,2,3,East,Moderately Old,1720.0,No,No,unfurnished,basic,Low Floor
flat,sohna road,0.4,2.0,2,1,North-East,New Property,582.0,No,No,semifurnished,basic,Low Floor
flat,sector 89,1.42,1.0,3,2,East,New Property,1581.0,No,No,unfurnished,basic,Mid Floor
flat,sector 95,0.38,0.0,2,2,North,Relatively New,716.0,No,No,unfurnished,standard,Mid Floor
flat,sohna road,0.26,0.0,2,2,East,Relatively New,640.0,No,No,unfurnished,standard,Mid Floor
flat,sector 36,0.5,0.0,1,1,North,New Property,600.0,No,No,unfurnished,basic,Mid Floor
flat,sector 72,6.5,4.0,4,4,East,Relatively New,3846.0,Yes,No,unfurnished,standard,Low Floor
flat,sector 79,1.9,0.0,4,2,East,New Property,2389.0,Yes,No,unfurnished,standard,High Floor
flat,sohna road,0.85,0.0,2,3,East,New Property,977.0,No,No,unfurnished,standard,Mid Floor
flat,sector 12,0.65,3.0,3,1,North-West,New Property,1167.0,No,No,semifurnished,standard,Low Floor
flat,sohna road,0.26,2.0,2,2,East,Moderately Old,521.0,No,No,unfurnished,basic,Low Floor
flat,sohna road,0.35,0.0,2,2,East,New Property,521.0,No,No,unfurnished,standard,High Floor
flat,sector 37,1.05,1.0,3,3,North-East,New Property,1500.0,No,No,unfurnished,basic,Mid Floor
flat,sector 37,0.9,0.0,3,3,South-West,Moderately Old,1537.0,No,No,unfurnished,premium,Mid Floor
flat,sector 63,8.5,0.0,4,0,West,Under Construction,3950.0,No,No,unfurnished,standard,High Floor
flat,sector 76,0.75,0.0,2,2,North-East,Under Construction,665.0,No,No,unfurnished,standard,High Floor
flat,sector 89,1.5,2.0,3,3,East,New Property,1944.0,No,No,unfurnished,standard,Low Floor
flat,sector 104,1.75,4.0,5,4,East,New Property,2582.0,Yes,No,unfurnished,standard,Low Floor
flat,sector 79,1.9,0.0,4,3,North-East,Under Construction,1946.0,No,No,unfurnished,premium,High Floor
flat,sector 33,1.45,1.0,2,3,South,Under Construction,1512.0,No,No,unfurnished,standard,Mid Floor
flat,sector 59,4.02,1.0,3,1,North-East,Under Construction,2550.0,No,No,unfurnished,standard,Mid Floor
flat,sector 92,0.5,1.0,2,3,North-East,Relatively New,1000.0,No,No,unfurnished,basic,Low Floor
flat,sector 66,3.98,2.0,4,4,South-East,Moderately Old,2200.0,Yes,No,semifurnished,luxury,Low Floor
flat,sohna road,0.55,0.0,2,3,East,New Property,828.0,No,No,unfurnished,standard,Mid Floor
flat,sector 79,1.47,0.0,2,3,North-East,New Property,93.0,No,No,unfurnished,premium,Mid Floor
flat,sector 111,0.7,0.0,2,2,East,Relatively New,773.0,No,No,unfurnished,standard,Mid Floor
flat,sohna road,2.6,0.0,2,2,East,New Property,554.0,No,No,unfurnished,standard,Mid Floor
flat,sector 89,1.1,1.0,2,2,East,New Property,1225.0,No,Yes,unfurnished,premium,Mid Floor
flat,sector 36,2.2,0.0,2,2,North,New Property,1338.0,No,No,unfurnished,basic,High Floor
flat,sector 95,0.55,0.0,2,2,East,New Property,866.0,No,No,unfurnished,basic,High Floor
flat,sector 95,0.55,0.0,2,2,East,New Property,811.0,No,No,unfurnished,standard,High Floor
flat,sector 89,1.16,1.0,3,2,South-East,Under Construction,1581.0,No,No,unfurnished,standard,Mid Floor
flat,sector 68,1.1,0.0,2,3,East,New Property,1244.0,No,No,unfurnished,premium,High Floor
flat,sector 33,1.2,0.0,2,0,North-East,Under Construction,85.0,No,No,unfurnished,standard,High Floor
flat,sector 76,3.35,1.0,4,4,North-East,Under Construction,2111.0,Yes,No,unfurnished,luxury,Mid Floor
flat,sector 79,2.69,1.0,4,4,East,New Property,2152.0,Yes,No,unfurnished,standard,Mid Floor
flat,sector 86,0.8,2.0,2,0,North-East,Relatively New,1360.0,No,No,unfurnished,basic,Low Floor
flat,sector 95,0.35,0.0,2,0,North,New Property,637.0,No,No,unfurnished,basic,Mid Floor
flat,sector 81,0.6,2.0,2,1,East,Under Construction,814.0,No,No,unfurnished,basic,Low Floor
flat,sohna road,0.46,0.0,2,2,East,Relatively New,789.0,No,No,semifurnished,standard,Mid Floor
flat,sector 102,2.5,0.0,4,4,North-East,New Property,1945.0,Yes,No,unfurnished,standard,High Floor
flat,sector 81,0.6,2.0,2,1,East,Relatively New,1000.0,No,No,unfurnished,standard,Low Floor
flat,sector 68,1.0,0.0,2,2,East,New Property,1361.0,Yes,No,unfurnished,standard,High Floor
flat,sohna road,0.93,0.0,2,2,East,Under Construction,1000.0,No,No,unfurnished,standard,Mid Floor
flat,sector 61,2.54,2.0,3,3,East,Under Construction,1639.0,No,Yes,unfurnished,standard,Low Floor
flat,sector 57,1.5,3.0,2,4,East,Moderately Old,273.0,No,No,unfurnished,standard,Low Floor
flat,sector 90,0.7,0.0,2,3,East,New Property,1224.0,No,No,unfurnished,premium,Mid Floor
flat,sector 65,2.78,0.0,3,3,North-East,Relatively New,1829.0,No,No,unfurnished,standard,High Floor
flat,sohna road,0.25,2.0,2,0,East,Relatively New,481.0,No,No,unfurnished,standard,Low Floor
flat,sector 92,0.9,1.0,5,4,East,Relatively New,1805.0,Yes,No,unfurnished,basic,Mid Floor
flat,sector 90,0.96,1.0,4,3,North,New Property,1697.0,Yes,No,unfurnished,premium,Mid Floor
flat,sector 37,1.2,0.0,2,1,East,Under Construction,1900.0,Yes,No,unfurnished,standard,Mid Floor
flat,sector 107,0.9,0.0,2,4,East,Relatively New,1236.0,No,No,semifurnished,standard,Mid Floor
flat,sector 102,0.45,0.0,1,2,North-East,Relatively New,750.0,No,No,unfurnished,basic,Mid Floor
flat,sector 11,0.36,0.0,2,0,East,Relatively New,699.0,No,No,unfurnished,basic,High Floor
flat,gwal pahari,5.9,4.0,4,4,North-East,Moderately Old,5350.0,No,No,unfurnished,standard,Low Floor
flat,sohna road,0.32,2.0,1,0,East,Relatively New,476.0,No,No,unfurnished,basic,Low Floor
flat,sector 37,1.2,0.0,3,3,North-East,Under Construction,1647.0,No,No,unfurnished,standard,Mid Floor
flat,sector 95,0.56,0.0,2,3,North,New Property,896.0,No,No,unfurnished,basic,High Floor
flat,sector 79,1.4,2.0,3,3,North,New Property,1655.0,No,No,unfurnished,premium,Low Floor
flat,sector 31,1.25,1.0,2,2,East,Old Property,1200.0,No,No,unfurnished,basic,Low Floor
flat,sector 33,1.5,1.0,2,4,South-East,Under Construction,1539.0,No,No,unfurnished,premium,Low Floor
flat,sector 68,2.22,1.0,2,3,East,Relatively New,1403.0,No,No,semifurnished,standard,Mid Floor
flat,gwal pahari,1.5,0.0,4,4,North,Old Property,2013.0,Yes,No,semifurnished,premium,Mid Floor
flat,sector 79,1.85,0.0,4,3,East,New Property,1643.0,Yes,No,unfurnished,standard,High Floor
flat,sector 61,1.6,0.0,2,2,East,Under Construction,1278.0,No,No,unfurnished,standard,Mid Floor
flat,sector 108,2.15,0.0,4,4,East,Relatively New,4600.0,No,No,unfurnished,basic,High Floor
flat,sohna road,0.3,0.0,2,2,East,Relatively New,524.0,No,No,semifurnished,premium,Mid Floor
flat,sector 68,1.32,0.0,2,2,East,New Property,1460.0,No,No,unfurnished,basic,Mid Floor
flat,sector 63,3.0,1.0,3,3,East,New Property,2000.0,No,No,unfurnished,standard,Mid Floor
flat,sector 89,1.2,1.0,3,2,East,New Property,1423.0,No,No,unfurnished,standard,Mid Floor
flat,sector 33,1.39,0.0,2,4,East,Under Construction,1333.0,No,No,unfurnished,premium,High Floor
flat,sector 65,3.0,0.0,3,3,East,Under Construction,1828.0,No,No,unfurnished,premium,High Floor
flat,sector 89,1.5,0.0,3,3,East,Relatively New,1923.0,Yes,No,unfurnished,premium,Mid Floor
flat,sector 56,2.0,1.0,4,2,North,Under Construction,2082.0,No,No,unfurnished,basic,Mid Floor
flat,mehrauli gurgao,2.75,0.0,5,4,East,Old Property,2200.0,Yes,No,semifurnished,premium,Mid Floor
flat,sector 111,0.36,0.0,1,1,East,Relatively New,450.0,No,No,unfurnished,standard,Mid Floor
flat,laxma,0.21,0.0,1,1,East,Relatively New,500.0,No,No,unfurnished,basic,Low Floor
flat,sector 104,0.26,1.0,1,2,North-East,Relatively New,301.0,No,No,unfurnished,premium,Low Floor
flat,sector 107,1.8,2.0,4,4,East,Relatively New,1837.0,Yes,No,unfurnished,luxury,Low Floor
flat,sector 36,4.1,0.0,4,3,North,New Property,2820.0,No,No,semifurnished,standard,High Floor
flat,sector 79,1.3,1.0,2,3,North-East,New Property,1423.0,No,No,unfurnished,standard,Mid Floor
flat,sector 95,0.45,0.0,2,2,North,New Property,695.0,No,No,unfurnished,basic,High Floor
flat,sector 107,0.6,0.0,2,2,East,Relatively New,750.0,No,No,unfurnished,standard,Mid Floor
flat,sector 107,0.4,0.0,2,1,East,Relatively New,577.0,No,No,unfurnished,standard,Mid Floor
flat,sector 22,1.99,0.0,2,2,North-East,New Property,1285.0,Yes,No,unfurnished,basic,Mid Floor
flat,sector 22,1.99,0.0,2,2,North-East,New Property,1285.0,No,No,unfurnished,standard,Mid Floor
flat,sohna road,0.74,0.0,2,4,East,Relatively New,1367.0,No,No,unfurnished,standard,High Floor
flat,sector 89,1.28,1.0,3,2,East,Under Construction,1611.0,No,No,unfurnished,premium,Mid Floor
flat,sector 61,1.6,0.0,2,2,North-East,New Property,1278.0,No,No,unfurnished,basic,Mid Floor
flat,sector 89,0.97,2.0,2,2,East,New Property,1371.0,No,No,unfurnished,basic,Low Floor
flat,sector 77,0.86,0.0,2,2,North-East,New Property,1215.0,No,No,semifurnished,standard,High Floor
flat,sector 70,1.25,0.0,2,2,North-East,New Property,1402.0,No,No,unfurnished,standard,High Floor
flat,sector 63,3.23,1.0,3,3,West,New Property,1202.0,Yes,No,semifurnished,standard,Mid Floor
flat,sector 107,0.25,1.0,1,0,East,Relatively New,318.0,No,No,unfurnished,standard,Low Floor
flat,sector 70,1.1,0.0,2,4,North-East,New Property,1312.0,No,No,unfurnished,standard,Mid Floor
flat,sector 81,0.48,0.0,2,1,South-East,Relatively New,613.0,No,No,unfurnished,standard,Mid Floor
flat,sector 65,1.8,0.0,2,3,North-East,New Property,1455.0,No,No,unfurnished,premium,High Floor
flat,sector 63,7.9,0.0,4,4,West,Under Construction,3950.0,No,No,unfurnished,standard,High Floor
flat,sector 37,0.95,0.0,2,4,South-West,Relatively New,1179.0,No,Yes,semifurnished,premium,High Floor
flat,sector 95,0.36,0.0,2,2,East,New Property,717.0,No,No,unfurnished,standard,Mid Floor
flat,sector 36,0.24,0.0,1,1,North,New Property,458.0,No,No,unfurnished,standard,Mid Floor
flat,sohna road,0.45,0.0,2,2,East,Relatively New,789.0,No,No,semifurnished,standard,Mid Floor
flat,sector 37,0.65,2.0,2,3,North-East,New Property,625.0,No,No,unfurnished,standard,Low Floor
flat,sector 65,2.01,0.0,2,3,North-East,New Property,1482.0,No,No,unfurnished,standard,Mid Floor
flat,sector 89,1.0,2.0,2,2,East,Under Construction,1230.0,No,No,unfurnished,standard,Low Floor
flat,sector 53,6.02,0.0,3,3,North-East,Under Construction,2892.0,No,No,unfurnished,standard,High Floor
flat,sector 89,0.9,2.0,2,2,East,New Property,1105.0,No,No,unfurnished,standard,Low Floor
flat,sector 76,3.5,0.0,4,3,North-East,Under Construction,2937.0,No,No,unfurnished,basic,Mid Floor
flat,sector 85,1.3,0.0,2,3,East,Under Construction,1130.0,No,No,unfurnished,premium,High Floor
flat,sector 86,0.5,0.0,2,2,North-East,Old Property,573.0,No,No,unfurnished,basic,Mid Floor
flat,sohna road,0.35,0.0,2,2,East,New Property,658.0,No,No,unfurnished,basic,High Floor
flat,sohna road,0.25,0.0,1,1,East,Relatively New,600.0,No,No,unfurnished,standard,High Floor
flat,manesar,0.5,0.0,2,0,East,Under Construction,1300.0,No,No,unfurnished,basic,Mid Floor
flat,sector 84,0.27,0.0,1,1,North-East,Relatively New,387.0,No,No,unfurnished,standard,High Floor
flat,sector 56,1.7,0.0,2,3,North,Old Property,1585.0,No,Yes,unfurnished,premium,Mid Floor
flat,sector 89,1.16,3.0,2,3,East,New Property,998.0,No,No,unfurnished,standard,Low Floor
flat,sector 107,1.01,0.0,2,4,East,New Property,1200.0,No,No,unfurnished,standard,High Floor
flat,sector 107,0.5,0.0,2,2,East,New Property,622.0,No,No,unfurnished,basic,High Floor
flat,sector 36,0.82,2.0,2,3,North,New Property,1201.0,No,No,unfurnished,basic,Low Floor
flat,sector 85,1.1,0.0,4,3,East,Moderately Old,1467.0,Yes,No,unfurnished,standard,Mid Floor
flat,sector 47,0.65,0.0,1,2,East,Old Property,599.0,No,No,unfurnished,standard,Mid Floor
flat,sector 61,1.58,1.0,2,2,South,New Property,1278.0,No,No,unfurnished,basic,Mid Floor
flat,sector 30,0.85,1.0,2,1,West,Old Property,734.0,No,No,semifurnished,standard,Low Floor
flat,sector 79,1.25,2.0,2,3,East,Relatively New,1383.0,No,No,unfurnished,basic,Low Floor
flat,sector 36,0.72,1.0,2,3,North,Under Construction,978.0,No,No,unfurnished,basic,Mid Floor
flat,sector 49,0.87,0.0,1,1,East,Relatively New,500.0,No,No,unfurnished,standard,Low Floor
flat,sector 79,1.7,0.0,4,4,East,New Property,1658.0,Yes,No,unfurnished,premium,Mid Floor
flat,sector 70,2.35,0.0,4,4,East,Moderately Old,2666.0,Yes,No,semifurnished,standard,Mid Floor
flat,sector 88,0.5,2.0,2,2,East,Under Construction,663.0,No,No,unfurnished,basic,Low Floor
flat,sector 79,1.41,1.0,2,3,East,New Property,1746.0,No,No,unfurnished,premium,Mid Floor
flat,sector 92,0.99,3.0,2,3,East,New Property,1661.0,No,No,unfurnished,standard,Low Floor
flat,sector 69,3.25,0.0,5,4,North-East,Relatively New,2910.0,No,No,unfurnished,basic,High Floor
flat,sector 63,3.5,3.0,3,3,West,Under Construction,1350.0,No,No,unfurnished,standard,Low Floor
flat,sector 48,2.5,4.0,5,3,South-East,Moderately Old,2166.0,No,No,semifurnished,standard,Low Floor
flat,sector 76,0.5,0.0,2,1,North,Under Construction,844.0,No,No,unfurnished,premium,Mid Floor
flat,sector 61,2.25,1.0,3,2,East,Under Construction,1721.0,No,No,unfurnished,basic,Mid Floor
flat,sector 21,1.4,2.0,4,2,South-East,Moderately Old,2172.0,No,No,unfurnished,basic,Low Floor
flat,sector 85,0.9,0.0,3,2,East,Relatively New,1402.0,No,No,unfurnished,premium,High Floor
flat,sohna road,0.36,2.0,2,1,East,New Property,522.0,No,No,unfurnished,standard,Low Floor
flat,sector 56,0.65,1.0,1,1,North,Moderately Old,839.0,No,No,unfurnished,luxury,Low Floor
flat,sector 79,1.3,0.0,2,2,East,Relatively New,1330.0,No,No,unfurnished,premium,Mid Floor
flat,sector 86,0.67,0.0,2,1,North-East,Relatively New,1231.0,No,No,unfurnished,premium,Mid Floor
flat,sohna road,0.25,1.0,1,1,East,Relatively New,386.0,No,No,unfurnished,standard,Low Floor
flat,sector 56,0.58,1.0,1,1,North,Old Property,672.0,No,No,unfurnished,standard,Low Floor
flat,sector 86,0.6,2.0,2,2,East,New Property,833.0,No,No,unfurnished,basic,Low Floor
flat,sector 86,0.5,1.0,2,1,East,Relatively New,668.0,No,No,unfurnished,standard,Low Floor
flat,sector 33,1.35,0.0,2,4,North-East,Under Construction,1484.0,No,No,unfurnished,standard,Mid Floor
flat,sector 70,1.13,3.0,3,2,North-East,Under Construction,1457.0,No,No,unfurnished,standard,Low Floor
flat,sector 109,1.6,4.0,1,0,North-East,New Property,3008.0,No,No,unfurnished,basic,Low Floor
flat,sector 89,0.65,0.0,2,2,East,Under Construction,1390.0,No,No,unfurnished,standard,High Floor
flat,sohna road,0.32,0.0,2,2,North,Relatively New,615.0,No,No,unfurnished,basic,High Floor
flat,sector 103,0.8,0.0,2,0,North-East,Relatively New,1450.0,No,No,unfurnished,standard,Mid Floor
flat,sector 28,5.5,1.0,5,4,East,Moderately Old,3406.0,Yes,No,semifurnished,basic,Mid Floor
flat,sector 37,0.95,0.0,2,0,North-East,Under Construction,1578.0,Yes,No,unfurnished,standard,High Floor
flat,sector 84,1.2,0.0,2,1,South-West,Relatively New,1149.0,No,No,unfurnished,basic,Mid Floor
flat,sector 61,1.55,1.0,2,1,East,Under Construction,1041.0,No,No,unfurnished,standard,Mid Floor
flat,sohna road,0.3,1.0,2,2,East,Relatively New,743.0,No,No,unfurnished,basic,Mid Floor
flat,sector 76,1.92,2.0,3,2,North-East,Under Construction,1672.0,No,No,unfurnished,standard,Low Floor
flat,sector 106,1.82,1.0,2,2,East,Relatively New,1359.0,No,No,unfurnished,basic,Mid Floor
flat,sector 89,0.5,0.0,2,1,East,Relatively New,672.0,No,No,semifurnished,standard,Mid Floor
flat,sector 89,0.25,0.0,1,1,East,New Property,430.0,No,No,unfurnished,standard,Mid Floor
flat,sector 92,1.07,0.0,3,3,East,Under Construction,2040.0,Yes,No,unfurnished,premium,Mid Floor
flat,sector 90,0.8,2.0,3,2,East,Relatively New,1350.0,No,No,unfurnished,standard,Low Floor
flat,sector 82,0.62,0.0,1,0,East,Relatively New,650.0,No,No,unfurnished,basic,Mid Floor
flat,sector 33,1.25,0.0,2,3,North-East,Under Construction,1385.0,No,No,unfurnished,standard,High Floor
flat,sector 89,0.88,1.0,2,0,East,New Property,1103.0,No,No,unfurnished,standard,Low Floor
flat,sector 82,0.8,0.0,2,3,East,Relatively New,1383.0,No,No,unfurnished,basic,Mid Floor
flat,sector 33,1.1,0.0,2,2,North,Under Construction,1533.0,No,No,unfurnished,standard,High Floor
flat,sector 92,0.85,0.0,2,2,East,Relatively New,1261.0,No,No,unfurnished,basic,High Floor
flat,sector 52,5.0,5.0,7,4,East,Moderately Old,5777.0,Yes,No,unfurnished,standard,Low Floor
flat,sector 88,1.45,0.0,3,3,East,Relatively New,1993.0,No,No,unfurnished,standard,High Floor
flat,sector 85,2.5,0.0,5,4,North-East,Under Construction,20134.0,No,No,unfurnished,standard,High Floor
flat,sector 89,1.25,2.0,3,3,North,Under Construction,1288.0,No,No,unfurnished,basic,Low Floor
flat,sector 6,0.48,2.0,2,2,South-West,Moderately Old,111.0,No,No,unfurnished,standard,Low Floor
flat,sector 67,2.0,0.0,3,3,North,New Property,1584.0,No,No,unfurnished,standard,High Floor
flat,sector 37,0.55,0.0,1,0,North-East,Relatively New,669.0,No,No,unfurnished,basic,Mid Floor
flat,sohna road,0.32,0.0,2,1,East,New Property,644.0,No,No,unfurnished,standard,Mid Floor
flat,sector 86,0.82,0.0,2,1,North-East,New Property,1300.0,No,No,unfurnished,standard,High Floor
flat,sector 104,0.4,0.0,2,1,East,Relatively New,515.0,No,No,unfurnished,standard,High Floor
flat,sector 33,1.15,0.0,2,2,North-East,Under Construction,103.0,No,No,unfurnished,standard,High Floor
flat,sector 84,0.94,0.0,2,4,East,New Property,1222.0,No,No,semifurnished,premium,Mid Floor
flat,sector 52,5.0,2.0,5,4,East,Moderately Old,5200.0,No,No,unfurnished,basic,Low Floor
flat,sector 92,0.75,0.0,2,2,East,Relatively New,1556.0,No,No,unfurnished,basic,High Floor
flat,sector 85,1.3,0.0,2,2,East,New Property,1484.0,No,No,unfurnished,premium,High Floor
flat,sector 84,1.5,2.0,3,3,East,New Property,1849.0,Yes,No,unfurnished,premium,Low Floor
flat,sector 92,1.25,0.0,3,3,East,Under Construction,2278.0,Yes,No,unfurnished,standard,High Floor
flat,sohna road,0.65,1.0,1,2,East,New Property,913.0,No,No,unfurnished,premium,Mid Floor
flat,sector 10,0.9,0.0,2,3,East,New Property,1086.0,No,No,unfurnished,standard,Mid Floor
flat,sector 88,0.92,1.0,2,3,East,New Property,1350.0,No,No,unfurnished,basic,Mid Floor
flat,sector 92,1.3,1.0,4,0,East,Relatively New,2040.0,No,No,unfurnished,basic,Mid Floor
flat,sector 63,3.0,0.0,3,4,West,Relatively New,1642.0,Yes,No,semifurnished,basic,High Floor
flat,sohna road,0.68,1.0,2,2,East,New Property,915.0,No,No,unfurnished,premium,Mid Floor
flat,sector 89,1.33,1.0,3,3,North-West,Under Construction,1423.0,No,No,unfurnished,premium,Mid Floor
flat,sector 107,0.8,0.0,2,4,East,New Property,1236.0,No,No,unfurnished,standard,High Floor
flat,sector 89,1.55,0.0,2,3,East,Moderately Old,1403.0,No,Yes,semifurnished,premium,Mid Floor
flat,sector 99,0.35,1.0,2,1,North-East,Relatively New,605.0,No,No,unfurnished,standard,Mid Floor
flat,sector 92,0.49,1.0,2,2,East,Relatively New,1109.0,No,No,unfurnished,premium,Low Floor
flat,sector 109,2.3,0.0,4,4,East,New Property,2339.0,Yes,No,unfurnished,standard,Mid Floor
flat,sector 67,1.5,0.0,2,2,North,Relatively New,1500.0,No,Yes,unfurnished,standard,Mid Floor
flat,sector 33,1.25,0.0,2,4,North-East,Under Construction,1539.0,No,No,unfurnished,standard,High Floor
flat,sector 77,1.0,1.0,2,2,North-East,New Property,1489.0,No,No,unfurnished,standard,Mid Floor
flat,sector 89,1.6,1.0,3,3,East,New Property,1774.0,No,No,unfurnished,standard,Mid Floor
flat,sector 95,1.1,0.0,3,3,North,Relatively New,2824.0,Yes,No,unfurnished,basic,Mid Floor
flat,sector 92,1.7,3.0,4,2,East,Under Construction,1475.0,No,No,unfurnished,standard,Low Floor
flat,sector 76,1.46,0.0,6,4,North-East,New Property,2398.0,Yes,No,unfurnished,standard,Mid Floor
flat,sector 63,1.65,2.0,2,2,West,Under Construction,978.0,No,No,unfurnished,basic,Low Floor
flat,sector 88,2.65,0.0,3,4,East,New Property,1582.0,No,No,unfurnished,premium,Mid Floor
flat,sector 103,0.3,0.0,2,2,North-East,New Property,402.0,No,No,unfurnished,standard,Mid Floor
flat,sector 104,0.65,0.0,2,2,East,New Property,848.0,No,No,unfurnished,standard,Mid Floor
flat,sector 61,2.57,1.0,3,2,North-East,Under Construction,1630.0,No,No,unfurnished,basic,Mid Floor
flat,sector 92,0.78,1.0,2,3,East,Under Construction,846.0,No,No,unfurnished,standard,Low Floor
flat,sector 95,0.33,0.0,2,1,South,New Property,694.0,No,No,unfurnished,standard,High Floor
flat,sector 33,1.2,2.0,2,2,North-East,Under Construction,1492.0,No,No,unfurnished,standard,Low Floor
flat,sector 3,0.4,1.0,2,1,North-East,Relatively New,1000.0,No,No,unfurnished,basic,Mid Floor
flat,sector 81,4.5,0.0,6,4,East,Relatively New,3801.0,Yes,No,semifurnished,standard,High Floor
flat,sector 107,0.38,1.0,2,2,East,Relatively New,627.0,No,No,unfurnished,basic,Mid Floor
flat,sector 36,0.75,0.0,2,2,North-East,Relatively New,856.0,No,No,unfurnished,basic,Mid Floor
flat,sector 113,3.21,0.0,3,3,North-East,New Property,2281.0,No,No,unfurnished,standard,Mid Floor
flat,sohna road,0.35,0.0,2,2,West,New Property,616.0,No,No,unfurnished,standard,High Floor
flat,sector 78,0.75,0.0,2,1,East,Moderately Old,1239.0,No,No,unfurnished,basic,Mid Floor
flat,sector 92,0.95,1.0,3,3,North,Moderately Old,1770.0,No,No,unfurnished,standard,Mid Floor
flat,sector 81,0.9,0.0,3,0,East,Relatively New,1780.0,No,No,unfurnished,basic,Mid Floor
flat,sector 93,0.85,0.0,2,0,North,Relatively New,597.0,No,No,unfurnished,basic,Mid Floor
flat,sector 76,1.92,1.0,3,2,North-East,Under Construction,1628.0,No,No,unfurnished,standard,Mid Floor
flat,sector 89,1.2,2.0,3,2,East,New Property,1423.0,No,No,unfurnished,standard,Low Floor
flat,sector 37,1.1,2.0,3,1,North,Under Construction,1500.0,No,No,unfurnished,standard,Low Floor
flat,sector 43,6.5,0.0,4,4,North-East,Moderately Old,2712.0,Yes,No,unfurnished,basic,Mid Floor
flat,sector 61,1.85,1.0,2,2,East,New Property,1389.0,No,No,unfurnished,standard,Mid Floor
flat,gwal pahari,1.38,0.0,2,2,East,Under Construction,1130.0,No,No,semifurnished,premium,Mid Floor
flat,mehrauli gurgao,4.26,0.0,4,0,East,Relatively New,3250.0,No,No,unfurnished,basic,Mid Floor
flat,sector 102,1.42,0.0,2,3,North-East,Relatively New,1368.0,No,No,unfurnished,basic,High Floor
flat,sector 36,2.3,0.0,2,2,North,New Property,1479.0,No,No,unfurnished,standard,High Floor
flat,sector 63,3.7,3.0,3,4,North,Under Construction,2666.0,No,No,unfurnished,standard,Low Floor
flat,sector 104,0.22,0.0,2,2,East,New Property,335.0,No,No,unfurnished,standard,Low Floor
flat,sector 37,0.6,0.0,2,3,North-East,New Property,625.0,No,No,unfurnished,standard,Mid Floor
flat,sector 111,1.65,0.0,4,4,East,Under Construction,2104.0,Yes,No,unfurnished,basic,High Floor
flat,sector 104,0.2,0.0,2,2,East,New Property,334.0,No,No,unfurnished,standard,Mid Floor
flat,sector 92,0.75,2.0,4,3,East,Moderately Old,1778.0,No,No,unfurnished,premium,Low Floor
flat,sector 48,4.3,1.0,5,4,East,New Property,3444.0,Yes,No,unfurnished,premium,Mid Floor
flat,sector 70,1.9,0.0,3,3,North-East,New Property,1765.0,Yes,Yes,unfurnished,standard,Mid Floor
flat,sector 28,2.2,1.0,4,4,East,Moderately Old,1955.0,Yes,No,semifurnished,basic,Mid Floor
flat,sector 39,2.0,3.0,3,4,East,Old Property,2400.0,No,No,unfurnished,basic,Low Floor
